idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
125,3bd59362-6868-4e5f-8b72-4ce33f3013b3,USER_02119,8/27/2023 14:43,Loan Repayment,Education Loan EMI,Bajaj Finserv,9563.15,6.98,39.67,987,Bank Transfer,Successful,MERCH_0852,Android,Urban
126,9c57d580-079c-42cf-b249-3d9fd74f42b0,USER_09176,8/27/2023 20:19,Mobile Recharge,Data Pack 50GB,Jio,8770.44,14.71,65.33,551,Unified Payments Interface,Successful,MERCH_0405,Android,Urban
127,ab8171da-7682-4a37-a105-1720db540708,USER_01496,8/28/2023 2:17,Taxi Fare,Share Ride,Ola,5436.1,44.56,33.44,84,Wallet Balance,Successful,MERCH_0120,iOS,Urban
128,5d9f5ba5-eed5-415e-89ee-f1ad24664f61,USER_05834,8/28/2023 11:10,Gaming Credits,Legendary Weapon,PUBG Mobile,2008.49,34.38,6.54,405,Credit Card,Successful,MERCH_0743,Web,Urban
129,ef062fbd-d474-4c9a-81a6-6401af8a987a,USER_00028,8/28/2023 13:13,Insurance Premium,Motor Insurance,HDFC Life,159.65,40.69,99.87,827,Bank Transfer,Successful,MERCH_0605,Android,Urban
130,d5b2767c-a202-4cf0-bc22-bad231474736,USER_05235,8/28/2023 15:57,Online Shopping,Laptop Backpack,Myntra,9479.03,12.31,65.73,200,Unified Payments Interface,Successful,MERCH_0716,Android,Urban
131,36f32a8f-0452-4ad2-8a24-dfc7f541fb29,USER_01438,8/28/2023 19:42,Streaming Service,Basic Plan,Amazon Prime,808.63,1.44,55.3,293,Unified Payments Interface,Successful,MERCH_0258,iOS,Urban
132,daec1f4e-fe03-4773-ac4e-1bba763c0869,USER_00531,8/29/2023 1:01,Electricity Bill,Residential Bill,Reliance Energy,4637.33,24.59,36.95,276,Debit Card,Successful,MERCH_0585,Android,Suburban
133,08063988-9916-4848-b2be-9f623a694a75,USER_02780,8/29/2023 1:24,Flight Booking,Pune to Goa,Ixigo,5079.46,26.92,72.48,462,Wallet Balance,Successful,MERCH_0270,Android,Urban
134,1d239966-af2d-4b45-a35f-d374a007eb94,USER_09440,8/29/2023 2:31,Food Delivery,Butter Chicken,Uber Eats,4260.66,16.61,9.01,2,Wallet Balance,Successful,MERCH_0723,Android,Suburban
135,c39b86f1-b5a2-4b95-a217-49abcf2f7377,USER_01017,8/29/2023 2:37,Rent Payment,Deluxe Room,Airbnb,8409.93,42.68,71.4,996,Wallet Balance,Successful,MERCH_0829,Android,Urban
136,7b70bc0e-5097-4b5e-8076-4fdb238cec38,USER_00037,8/29/2023 7:10,Internet Bill,Business Internet Plan,Airtel Broadband,5217.66,46.04,6.6,746,Wallet Balance,Successful,MERCH_0290,iOS,Suburban
137,5c217dbd-4982-425f-b547-e2071764ca85,USER_07960,8/29/2023 7:18,Mobile Recharge,Data Pack 50GB,Jio,4156.3,19.26,33.14,279,Credit Card,Successful,MERCH_0905,Android,Suburban
138,aef8089b-f36d-4a4e-8d9c-67caecf19547,USER_03376,8/29/2023 9:13,Water Bill,Commercial Property,Mumbai Water,8952.34,41.54,80.92,260,Credit Card,Successful,MERCH_0263,Web,Urban
139,5f6dc01d-c570-4348-85ac-2bb3be428267,USER_05098,8/29/2023 9:24,Loan Repayment,Home Loan EMI,ICICI Bank,8459.5,33.75,10.8,556,Debit Card,Successful,MERCH_0984,Android,Rural
140,7a287537-dfdd-4ad2-a4b3-5384f95ca144,USER_05169,8/29/2023 10:23,Mobile Recharge,Family Plan 999,Airtel,7881.82,48.46,75.81,220,Credit Card,Successful,MERCH_0335,Android,Urban
141,eb47b673-3e63-47bb-84e6-d60fbe0cc773,USER_09907,8/29/2023 13:33,Electricity Bill,Commercial Bill,Tata Power,1377.65,19.26,92.51,921,Unified Payments Interface,Successful,MERCH_0176,iOS,Urban
142,dc2b650c-0d6a-47a7-b46a-ffeb9e490289,USER_00371,8/29/2023 13:51,Hotel Booking,Deluxe Room,Fab Hotels,2910.3,6.78,74.97,727,Unified Payments Interface,Successful,MERCH_0968,Android,Urban
143,3b964693-68f7-4481-88b1-7cead9e7559f,USER_06230,8/29/2023 14:29,Internet Bill,4G Unlimited Plan,Airtel Broadband,7160.72,19.52,43.27,198,Unified Payments Interface,Failed,MERCH_0061,iOS,Urban
144,8629e384-846b-4dae-a492-e8cee53e1029,USER_04371,8/29/2023 16:50,Gaming Credits,Battle Pass,PUBG Mobile,5617.83,14.28,6.46,925,Unified Payments Interface,Successful,MERCH_0394,Android,Suburban
145,747e74ea-85e3-4c54-a93c-f6dfc73ff178,USER_02079,8/29/2023 17:04,Education Fee,MBA Entrance Prep,Vedantu,1131.67,20.89,49.26,901,Bank Transfer,Successful,MERCH_0082,Web,Suburban
146,98feb31c-f177-420c-8585-64589ead2f5a,USER_06707,8/29/2023 19:43,Loan Repayment,Personal Loan Payment,SBI,9082.41,37.06,63.76,828,Bank Transfer,Successful,MERCH_0503,iOS,Urban
147,b6e6b115-bab0-4f12-942e-3cc5b44efd38,USER_01234,8/29/2023 20:22,Streaming Service,Premium Plan,Netflix,5324.86,44.27,50.04,525,Unified Payments Interface,Failed,MERCH_0118,Android,Rural
148,90745012-3d10-46ed-96f5-b0399855b294,USER_09491,8/29/2023 20:26,Loan Repayment,Car Loan Installment,SBI,2386.99,9.73,53.97,345,Unified Payments Interface,Successful,MERCH_0577,Android,Urban
149,8edc7760-4778-4bff-971c-8a1ebfb6e257,USER_06445,8/29/2023 20:31,Online Shopping,Smart LED TV,Flipkart,856.1,4.23,76.02,979,Bank Transfer,Successful,MERCH_0257,Android,Rural
150,4864844d-27fe-432a-b199-93f4e4b834ab,USER_05897,8/29/2023 20:40,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,306.79,31.96,28.41,567,Wallet Balance,Successful,MERCH_0552,iOS,Urban
151,11845de6-bce5-45ee-ad3a-d4ab71f4580a,USER_08042,8/30/2023 0:21,Internet Bill,Student Special Plan,Airtel Broadband,1197.19,34.77,35.97,388,Wallet Balance,Successful,MERCH_0175,Android,Urban
152,636b7e1c-bac9-463f-a43b-972149870936,USER_09116,8/30/2023 4:36,Education Feet,IELTS Training,Unacademy,5046.15,23.48,44.23,935,Debit Card,Successful,MERCH_0139,Android,Urban
153,7ce00654-d95f-4992-a586-7e0794ea3be7,USER_08946,8/30/2023 9:15,Gift Card,Rs. 5000 Luxury Card,Shoppers Stop,9532.34,5.14,3.66,828,Debit Card,Successful,MERCH_0631,Android,Urban
154,63393aa9-f1a8-4625-807c-4b7c9ed8480f,USER_00408,8/30/2023 9:27,Electricity Bill,Temporary Connection Bill,Reliance Energy,1266.71,28.03,31.74,700,Debit Card,Successful,MERCH_0988,Android,Rural
155,12ee7240-a950-44c7-849a-093835d8959d,USER_04676,8/30/2023 16:39,Online Shopping,Smart LED TV,Snapdeal,8304.95,42.61,18.14,706,Credit Card,Successful,MERCH_0995,Android,Urban
156,7dbeb8d9-719d-4b88-894f-6ddfab8b5655,USER_09923,8/30/2023 22:19,Gas Bill,Industrial Gas Supply,Mahanagar Gas,8833.85,7.96,43.05,629,Credit Card,Successful,MERCH_0228,Android,Urban
157,48772f7e-6f67-4130-aef1-bd9666beca42,USER_01043,8/30/2023 22:22,Gaming Credits,Premium Skin,Minecraft,4931.17,20.72,72.59,386,Wallet Balance,Successful,MERCH_0825,Android,Rural
158,fc773934-762f-422c-a4d0-c446aad92cc5,USER_06172,8/31/2023 0:24,Flight Booking,Delhi to Mumbai,MakeMyTrip,5361.5,25.18,15.03,55,Debit Card,Successful,MERCH_0457,Android,Urban
159,fd30561a-9ea8-41b6-9d3c-c4a5879cfd0e,USER_01705,8/31/2023 6:58,Loan Repayment,Personal Loan Payment,Axis Bank,4045.53,48.4,0.96,975,Bank Transfer,Successful,MERCH_0960,Android,Urban
160,f47ea5fd-635b-438a-b412-5019ef9219ba,USER_05568,8/31/2023 9:18,Gift Card,Rs. 5000 Luxury Card,Pantaloons,3895.7,21.24,44.34,78,Wallet Balance,Successful,MERCH_0130,iOS,Urban
161,c071c140-8c7f-4a7f-a12b-917925e80517,USER_00301,8/31/2023 9:46,Education Feet,MBA Entrance Prep,Unacademy,5909.45,28.56,57.75,583,Credit Card,Successful,MERCH_0658,iOS,Urban
162,230fe9df-6e36-40dd-82fd-4e71befd3e01,USER_06067,8/31/2023 10:13,Bus Ticket,Volvo Multi-Axle,Paytm Bus,1617.22,38.06,35.5,755,Bank Transfer,Successful,MERCH_0657,iOS,Urban
163,1aa1c5c9-11a1-493c-b6c9-d44fff103239,USER_03315,8/31/2023 17:57,Internet Bill,Broadband 50Mbps Plan,Jio Fiber,1362.66,22,66.23,184,Wallet Balance,Successful,MERCH_0730,Android,Urban
164,4fb79f2a-4fbf-4227-aaa0-099397b073a2,USER_00414,8/31/2023 19:12,Online Shopping,Fitness Tracker,Amazon,4473.63,45.6,25.78,388,Unified Payments Interface,Successful,MERCH_0834,iOS,Urban
165,447e5a9d-f9dd-4345-9af4-070711976400,USER_07678,8/31/2023 21:28,Gas Bill,Auto LPG,Gujarat Gas,5756.92,3.04,64.1,504,Unified Payments Interface,Successful,MERCH_0170,Android,Suburban
166,01648836-fe8e-423b-9c70-a2f48fc8d228,USER_02353,8/31/2023 23:08,Flight Booking,Chennai to Hyderabad,Yatra,4832.85,38.25,95.8,450,Wallet Balance,Successful,MERCH_0349,Android,Urban
167,aabe59ec-977e-4975-826f-6cac058d7f5c,USER_05321,8/31/2023 23:26,Gaming Credits,Premium Skin,Minecraft,2981.17,18.65,30.62,411,Wallet Balance,Successful,MERCH_0785,Android,Urban
168,130d4859-2ed3-4f41-a640-c999b7caa216,USER_08451,9/1/2023 2:54,Grocery Shopping,Dairy Milk Chocolate,Nature's Basket,4811.07,24.01,21.13,292,Unified Payments Interface,Successful,MERCH_0913,Android,Urban
169,e2000d55-31a4-4ba9-a7d1-3a92f1ecb497,USER_02656,9/1/2023 7:20,Insurance Premium,Motor Insurance,SBI Life,4680.71,23.22,54.35,370,Credit Card,Successful,MERCH_0835,iOS,Urban
170,e2d087e7-aa11-407b-a9e4-08472fd604bd,USER_08017,9/1/2023 9:35,Gift Card,Rs. 2000 Gift Voucher,Shoppers Stop,598.18,39.95,22.63,247,Credit Card,Successful,MERCH_0004,iOS,Urban
171,90ddae2c-3418-4d98-9d44-2f3b2e8bc763,USER_02075,9/1/2023 10:18,Rent Payment,PG Accommodation,NoBroker,9274.76,1.97,49.03,229,Wallet Balance,Successful,MERCH_0918,Android,Suburban
172,22ce2d0c-ec97-44ae-89a9-ea8ba9e87e3a,USER_08782,9/1/2023 10:36,Internet Bill,Broadband 50Mbps Plan,ACT Fibernet,9477.5,4.87,5.6,923,Wallet Balance,Successful,MERCH_0959,iOS,Rural
173,682186de-d2d9-4611-a6b0-73a92ae71cd6,USER_08433,9/1/2023 10:41,Online Shopping,Laptop Backpack,Snapdeal,5155.7,45.25,54.56,221,Bank Transfer,Successful,MERCH_0640,iOS,Urban
174,5b5f5645-78d4-448e-bc72-1dbc305b1687,USER_04308,9/1/2023 10:45,Food Delivery,Masala Dosa,Swiggy,372.37,13.81,7.16,497,Unified Payments Interface,Successful,MERCH_0509,iOS,Urban
175,de86b6aa-4ec2-4788-b439-cf70303c3297,USER_08211,9/1/2023 13:14,Gaming Credits,Battle Pass,Minecraft,8107.72,4.81,0.79,859,Bank Transfer,Failed,MERCH_0436,iOS,Urban
176,78813d95-c5ba-4b67-a2e9-59e3ef07d2dc,USER_06373,9/1/2023 14:00,Loan Repayment,Personal Loan Payment,Axis Bank,9491.63,19.25,92.33,645,Bank Transfer,Pending,MERCH_0902,Android,Rural
177,28ac49fa-c5b0-4a0c-9015-9c4b6e2cff74,USER_00698,9/1/2023 19:21,Gas Bill,Piped Natural Gas,Gujarat Gas,3218.18,6.73,23.5,749,Credit Card,Successful,MERCH_0415,iOS,Urban
178,272006c0-d8dd-4025-9875-4aaa1ad78524,USER_04926,9/1/2023 20:36,Education Feet,IELTS Training,Unacademy,3589.73,37.44,31.78,690,Bank Transfer,Successful,MERCH_0061,Android,Urban
179,e7ac4063-5988-4a7b-8345-680260e25b47,USER_01698,9/1/2023 21:07,Education Fee,Python Programming Course,BYJU'S,5864.16,23.07,44.7,591,Unified Payments Interface,Successful,MERCH_0293,Web,Urban
180,6fa8c5c2-7269-4fd3-bccb-797af983808f,USER_00532,9/1/2023 23:01,Food Delivery,Butter Chicken,Swiggy,4372.55,23.59,36.87,786,Wallet Balance,Successful,MERCH_0326,Android,Urban
181,8ac64d35-9195-4cbc-9d36-ab6227808ae1,USER_05398,9/1/2023 23:50,Taxi Fare,Airport Transfer,Rapido,3652.06,48.04,61,722,Bank Transfer,Successful,MERCH_0224,Android,Urban
182,44f6e872-7e3f-4691-b906-2b919e724930,USER_02641,9/2/2023 0:54,Hotel Booking,Deluxe Room,Fab Hotels,3555.68,7.11,88.51,541,Debit Card,Successful,MERCH_0963,iOS,Urban
183,e8aeec55-b44d-4e45-9374-a156c02e68b4,USER_01608,9/2/2023 1:52,Flight Booking,Bangalore to Kolkata,Yatra,5752.3,12.65,17.18,163,Bank Transfer,Successful,MERCH_0430,Android,Urban
184,44203570-b968-4569-96b3-d9d4038fb558,USER_03541,9/2/2023 3:37,Water Bill,Borewell Charges,Mumbai Water,2638.98,19.81,73.97,57,Unified Payments Interface,Successful,MERCH_0232,iOS,Urban
185,6e5499d4-44a7-40d6-bf5d-5b045778421e,USER_05974,9/2/2023 5:42,Hotel Booking,Service Apartment,OYO Rooms,3920.15,4.73,82.64,264,Credit Card,Successful,MERCH_0400,Android,Urban
186,b8c490a0-9625-4b78-99b4-f78e20930864,USER_09037,9/2/2023 6:18,Water Bill,Borewell Charges,Mumbai Water,3677.16,13.34,52.64,301,Credit Card,Successful,MERCH_0461,Android,Suburban
187,d151f356-f2aa-445b-b1f9-0580ac0ae92a,USER_05270,9/2/2023 6:26,Mobile Recharge,Family Plan 999,Jio,8516.79,25.8,67.08,207,Bank Transfer,Successful,MERCH_0989,Android,Urban
188,a83aa6a3-62f3-405d-8581-1ee9460e7886,USER_01958,9/2/2023 7:45,Flight Booking,Ahmedabad to Jaipur,EaseMyTrip,2380.44,17.5,86.02,103,Credit Card,Successful,MERCH_0983,iOS,Suburban
189,ff875d95-360d-43c8-a8d5-969cb8d7f715,USER_00886,9/2/2023 9:38,Online Shopping,Rs. 2000 Gift Voucher,Flipkart,6063,48.92,73,667,Bank Transfer,Successful,MERCH_0168,Android,Urban
190,ad62b5b6-65bb-49d2-accf-c4330db22301,USER_00898,9/2/2023 10:17,Flight Booking,Bangalore to Kolkata,Cleartrip,1902.67,38.2,23.19,374,Credit Card,Successful,MERCH_0118,iOS,Rural
191,667eed55-99de-4a70-b679-af0b03a5ebce,USER_08809,9/2/2023 10:23,Food Delivery,Pizza Margherita,Uber Eats,3754.59,12.11,11.38,254,Credit Card,Successful,MERCH_0258,iOS,Urban
192,a5a9d5f7-419b-44dc-83ea-1ac2cf5bbddb,USER_00654,9/2/2023 10:29,Gas Bill,Auto LPG,Adani Gas,6107.51,2.08,34.9,63,Bank Transfer,Successful,MERCH_0412,iOS,Urban
193,8ab49758-d70a-4087-8775-e3c371b88976,USER_02819,9/2/2023 14:29,Bus Ticket,Sleeper Class,Paytm Bus,428.94,12.87,97.4,906,Bank Transfer,Successful,MERCH_0034,Android,Suburban
194,0b1091b9-2e93-40c9-9232-e51bfe48fb2c,USER_05547,9/2/2023 16:23,Streaming Service,Basic Plan,ZEE5,682.42,4.77,92.1,638,Credit Card,Successful,MERCH_0283,Android,Suburban
195,6a5c298e-cfbc-4863-8499-4d7402e402dd,USER_05720,9/2/2023 17:16,Electricity Bill,Commercial Bill,Reliance Energy,8583.88,3.97,31.19,327,Debit Card,Successful,MERCH_0473,iOS,Urban
196,fed30ff4-f430-4319-9e7f-3859d5c33cdc,USER_04638,9/2/2023 17:26,Flight Booking,Chennai to Hyderabad,EaseMyTrip,9212.94,30.28,18.71,991,Wallet Balance,Successful,MERCH_0369,iOS,Urban
197,c1a1fc91-b84b-4005-98fd-cd84e6cf1457,USER_09003,9/2/2023 18:43,Gas Bill,Industrial Gas Supply,Bharat Gas,916.85,49.82,27.51,487,Wallet Balance,Failed,MERCH_0510,iOS,Urban
198,faa50234-2d7e-4561-96f1-80b7212d6c10,USER_08645,9/2/2023 20:46,Gas Bill,Piped Natural Gas,Gujarat Gas,1648.58,25.36,82.85,395,Unified Payments Interface,Successful,MERCH_0996,Android,Urban
199,077606e1-8c78-4bf0-8177-2826e3198f18,USER_08934,9/2/2023 23:32,Hotel Booking,Dormitory Bed,Treebo,2443.03,26.39,57.64,721,Debit Card,Successful,MERCH_0434,Android,Urban
200,0fe225e7-419c-4ca7-82a0-ccd6385d8139,USER_00514,9/2/2023 23:59,Mobile Recharge,Prepaid Plan 399,Airtel,4256.94,27.03,15.48,341,Unified Payments Interface,Successful,MERCH_0266,Android,Urban
201,da814908-0daa-4a15-a7c3-bf501353f2a0,USER_02294,9/3/2023 0:04,Insurance Premium,Health Insurance,Max Life,377.52,35.06,27.44,145,Wallet Balance,Successful,MERCH_0172,iOS,Urban
202,21faf967-10f9-4d06-862b-b2ad12e10ef1,USER_03312,9/3/2023 5:24,Online Shopping,Wireless Earbuds,Myntra,8153.9,37.2,37.57,14,Debit Card,Failed,MERCH_0033,Android,Suburban
203,df2d2a07-fc14-46bf-af2a-8ee41cf2b397,USER_02074,9/3/2023 7:44,Online Shopping,Wireless Earbuds,Nykaa,9726.17,46.25,50.66,586,Debit Card,Successful,MERCH_0727,Android,Urban
204,917064ff-2703-4259-932f-53f1515cc8d2,USER_05613,9/3/2023 12:33,Streaming Service,Student Offer,Hotstar,6574.17,49.65,57.6,955,Debit Card,Successful,MERCH_0743,iOS,Urban
205,c7e96d9e-1690-4058-8fb8-d40cef49c48d,USER_01587,9/3/2023 19:13,Electricity Bill,Temporary Connection Bill,CESC,2735.56,9.73,98,673,Wallet Balance,Successful,MERCH_0140,Android,Urban
206,374eef35-e570-48ae-84e8-15a1b7ffa144,USER_06019,9/3/2023 22:12,Movie Ticket,3 Idiots,SPI Cinemas,2295.83,41.03,50.18,359,Bank Transfer,Successful,MERCH_0131,iOS,Urban
207,e3be0af8-bc4b-4335-9bed-0bddb711dcd8,USER_01432,9/3/2023 22:39,Bus Ticket,Semi-Sleeper,MakeMyTrip Bus,3760,22.11,37.37,720,Bank Transfer,Successful,MERCH_0711,Android,Urban
208,63a69d19-cb63-423b-aa97-0289ca00cfb4,USER_08132,9/4/2023 2:20,Streaming Service,Standard Plan,Netflix,8716.43,37.27,41.9,574,Bank Transfer,Successful,MERCH_0202,Web,Urban
209,16b904ba-31e3-45df-9d26-f38d73de1fc8,USER_05470,9/4/2023 3:33,Electricity Bill,Industrial Bill,BSES,4375.35,27.17,1.45,694,Debit Card,Successful,MERCH_0396,Android,Urban
210,be93e3f1-21b9-4b6c-bb8e-e62aaed1744d,USER_05934,9/4/2023 4:09,Rent Payment,Suite,Airbnb,4332.15,1.42,67.68,834,Unified Payments Interface,Successful,MERCH_0883,iOS,Rural
211,818fb5f3-f767-40c9-88f0-a9ac4c13851f,USER_03232,9/4/2023 8:54,Gas Bill,Piped Natural Gas,Indraprastha Gas,5412.59,26.15,16.89,281,Bank Transfer,Successful,MERCH_0750,Android,Urban
212,14946e10-2b81-4d86-9e61-550d89256903,USER_01357,9/4/2023 9:48,Streaming Service,Family Subscription,Netflix,66.4,14.57,6.52,196,Wallet Balance,Successful,MERCH_0473,Android,Suburban
213,22705c6f-2711-4dfa-ba1f-d9501ac5c591,USER_03739,9/4/2023 11:47,Insurance Premium,Term Life Policy,LIC,7631.8,16.01,79.7,787,Debit Card,Successful,MERCH_0117,Android,Urban
214,97eb0207-d0f5-461c-a5c0-81d7042211a1,USER_02393,9/4/2023 16:15,Online Shopping,Smart LED TV,Myntra,7364.1,15.17,14.29,508,Unified Payments Interface,Successful,MERCH_0459,Web,Rural
215,3fdc6ceb-5608-4652-bb80-34e3d066c4f4,USER_09084,9/4/2023 16:29,Bus Ticket,Volvo Multi-Axle,AbhiBus,2920.61,45.93,62.67,76,Bank Transfer,Successful,MERCH_0606,Android,Urban
216,476b3a6d-4857-4b93-b427-942662ac9f6d,USER_03612,9/4/2023 17:34,Hotel Booking,Deluxe Room,OYO Rooms,6417.39,39.5,0.2,384,Unified Payments Interface,Successful,MERCH_0675,Android,Urban
217,334d63f7-3003-4960-9de2-27f9d5392660,USER_09761,9/4/2023 18:12,Education Fee,Digital Marketing Certification,Udemy,2173.06,47.74,78.75,127,Unified Payments Interface,Successful,MERCH_0036,Android,Urban
218,6351845c-b002-4a7e-8795-bcb9d6fff8eb,USER_02259,9/4/2023 18:41,Gift Card,Rs. 2000 Gift Voucher,Lifestyle,3366.2,33.17,90.8,342,Wallet Balance,Successful,MERCH_0114,Web,Urban
219,3ebe3aa4-9423-4c1e-93e1-d27d677a8408,USER_01625,9/4/2023 18:46,Rent Payment,PG Accommodation,OYO Life,7496.7,37.37,54.15,183,Credit Card,Successful,MERCH_0048,Android,Rural
220,ad61746c-ce8a-4aee-b294-5ad95aba3702,USER_07297,9/4/2023 19:01,Mobile Recharge,Prepaid Plan 399,BSNL,8172.63,16.86,10.27,127,Credit Card,Successful,MERCH_0518,Android,Urban
221,a9c95f09-c151-4c78-b759-c0b320dcc84e,USER_03619,9/4/2023 21:47,Water Bill,Commercial Property,Bangalore Water Supply,4275.89,35.15,24.18,734,Unified Payments Interface,Successful,MERCH_0067,iOS,Urban
222,2c8dd51e-fcb0-4e0f-a3a2-17875a904caf,USER_00638,9/4/2023 21:58,Movie Ticket,PK,Cinepolis,5413.79,36,85.86,996,Credit Card,Successful,MERCH_0212,Android,Urban
223,6f072a8a-a22a-43a0-ac50-2aaad21d653c,USER_05831,9/4/2023 23:04,Electricity Bill,Residential Bill,CESC,3969.47,9.23,45.63,981,Unified Payments Interface,Failed,MERCH_0767,Android,Suburban
224,a5909464-7802-4536-a357-c20eff8c3362,USER_08615,9/4/2023 23:24,Food Delivery,Chilli Paneer,Swiggy,2385.83,7.8,29.81,853,Bank Transfer,Successful,MERCH_0563,Android,Urban
225,c8101ccd-1f56-43dd-a704-9dc77b92ae8f,USER_02212,9/5/2023 0:22,Gas Bill,Auto LPG,Gujarat Gas,836.49,23.88,95.15,328,Bank Transfer,Successful,MERCH_0798,iOS,Suburban
226,c10469fb-91f7-47de-86ee-46a332318853,USER_03802,9/5/2023 2:35,Streaming Service,Premium Plan,Hotstar,4402.89,7.77,80.66,989,Bank Transfer,Successful,MERCH_0435,Android,Suburban
227,c7a8630d-cc8c-4d1a-addc-fc0d15906837,USER_02110,9/5/2023 2:53,Flight Booking,Dormitory Bed,MakeMyTrip,7514.41,46.04,96.62,873,Credit Card,Successful,MERCH_0995,Android,Rural
228,a8c55c9b-6ec0-498e-a8d2-e4856a9436a2,USER_08040,9/5/2023 3:06,Insurance Premium,Health Insurance,HDFC Life,4678.37,22.75,4.16,233,Bank Transfer,Successful,MERCH_0481,Android,Urban
229,0476799e-3f9b-43ee-8de5-9f6b29e3c43b,USER_00129,9/5/2023 3:23,Food Delivery,Vegetable Biryani,Domino's,1786.58,21.82,85.91,530,Debit Card,Successful,MERCH_0451,iOS,Urban
230,122ef475-dc99-4248-ad58-ed97a9d0b2e6,USER_03360,9/5/2023 7:32,Education Feet,Digital Marketing Certification,Unacademy,1235.83,5.05,63.46,185,Bank Transfer,Successful,MERCH_0022,iOS,Urban
231,affa6aff-fff6-4c46-b8b9-4dc5e2f593bb,USER_04883,9/5/2023 10:22,Gaming Credits,500 Gems Pack,PUBG Mobile,4521.71,23.02,83.34,738,Bank Transfer,Successful,MERCH_0350,Android,Urban
232,ed823204-0df5-4916-acfa-a1c66fdfe51d,USER_01936,9/5/2023 10:58,Hotel Booking,Villa,OYO Rooms,4701.07,46.28,34.37,233,Wallet Balance,Successful,MERCH_0024,iOS,Rural
233,23e0fe79-c406-4a26-ad12-3823a70812e6,USER_08983,9/5/2023 14:53,Insurance Premium,Travel Insurance,Max Life,5165.97,33.54,45.16,742,Debit Card,Successful,MERCH_0899,Android,Urban
234,730c6732-5015-4a87-b6bc-6283dbb5dd7b,USER_06197,9/5/2023 15:14,Hotel Booking,Suite,OYO Rooms,1374.3,38.97,41.25,325,Debit Card,Successful,MERCH_0093,Android,Urban
235,0aa870ad-5df7-496d-95e6-d0991e1e7d01,USER_02530,9/5/2023 17:52,Flight Booking,Delhi to Mumbai,MakeMyTrip,933.09,40.51,48.96,619,Unified Payments Interface,Successful,MERCH_0739,Android,Urban
236,24c73857-cf9f-4162-aeab-7d25c525d2b6,USER_07797,9/5/2023 18:17,Mobile Recharge,Annual Plan 2999,Idea,9254.17,20.8,62.98,357,Unified Payments Interface,Successful,MERCH_0083,Android,Rural
237,be68966e-49f4-44e5-9492-d9b3b1266a1f,USER_03907,9/5/2023 18:53,Online Shopping,Steel Toe Shoes,Myntra,1033.68,12.2,65.29,748,Unified Payments Interface,Successful,MERCH_0513,Web,Urban
238,80ed3418-8311-445c-b3bd-e88218b7cb77,USER_01658,9/5/2023 19:26,Grocery Shopping,Basmati Rice,Grofers,5652.04,5.81,13.68,306,Credit Card,Successful,MERCH_0403,iOS,Urban
239,1c8a9ff8-eee5-4a0e-9af6-34a430a227e5,USER_04724,9/5/2023 21:27,Online Shopping,Laptop Backpack,Myntra,6993.78,41.81,88.54,265,Unified Payments Interface,Successful,MERCH_0734,Android,Urban
240,59c2f19a-ade7-4df1-9645-d9319dd5d04c,USER_02766,9/6/2023 0:20,Loan Repayment,Home Loan EMI,Axis Bank,5362.76,25.39,1.99,868,Debit Card,Successful,MERCH_0793,iOS,Urban
241,1076d59a-68d9-49e0-b25c-f809621e8cc1,USER_03998,9/6/2023 0:29,Rent Payment,Co-working Space,NoBroker,5133.69,25.22,68.04,795,Wallet Balance,Successful,MERCH_0797,iOS,Urban
242,9012c0e5-1468-4296-8bde-fe1ac7474485,USER_08369,9/6/2023 3:10,Electricity Bill,Temporary Connection Bill,Tata Power,936.51,39.24,86.59,285,Debit Card,Successful,MERCH_0626,Web,Urban
243,547f173c-d55e-4667-b8aa-f29db08c69ba,USER_00056,9/6/2023 3:18,Bus Ticket,AC Seater,AbhiBus,3513.9,36.76,28.27,357,Debit Card,Successful,MERCH_0005,Android,Urban
244,521b1ca4-2a3d-4ad9-b109-4a8be1dcee03,USER_02349,9/6/2023 4:43,Electricity Bill,Agricultural Bill,BSES,4792.41,29.3,90.59,954,Debit Card,Successful,MERCH_0185,Web,Rural
245,f7c97f22-f516-4570-adb7-f8585969883e,USER_00676,9/6/2023 5:24,Bus Ticket,Volvo Multi-Axle,Paytm Bus,3228.53,44.92,18.73,454,Unified Payments Interface,Successful,MERCH_0550,iOS,Suburban
246,22bf310f-655c-4271-a259-a10019f1fa7e,USER_02402,9/6/2023 6:46,Gas Bill,Auto LPG,Bharat Gas,4838.67,24.68,48.33,87,Unified Payments Interface,Successful,MERCH_0537,Android,Urban
